Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)"
HETEROPTERA,Reduviidae,,,Nagusta sp.nr. singalensis,Nagusta,sp.nr. singalensis,"Distant, 1909",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,
HETEROPTERA,Notonectidae,,,Notonecta indica,Notonecta,indica,"Linnaeus, 1771",adv,poss,poss,poss,poss,Koh,poss,no,,predator,predaceous,n.d.,water,na,lower,"""appears to particularly favor artificial ponds and reservoirs throughout a wide range of elevations"""
HETEROPTERA,Reduviidae,,,Oncocephalus pacificus,Oncocephalus,pacificus,"Kirkaldy, 1908",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,predator,n.d.,,na,unknown,most in this group feed on vertebrate bug (kissing bug). Some are insect predators. 
HETEROPTERA,Anthocoridae,,,Orius persequens,Orius,persequens,"White, 1877",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,"local predators found in infested banyan leaves(for control of Cuban-laurel thrips were Orius persequens, Davies and Krauss 1966 ",na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Orius pumilio,Orius,pumilio,"Champion, 1900",adv,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Paratriphleps laeviusculus,Paratriphleps,laeviusculus,"Champion, 1900",adv,no,no,no,no,no,no,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Peregrinator biannulipes,Peregrinator,biannulipes,"Montrouzier & Signoret, 1861",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,
HETEROPTERA,Anthocoridae,,,Physopleurella mundula,Physopleurella,mundula,"White, 1877",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Ploiaria insolida,Ploiaria,insolida,,adv,prob not,prob not,prob not,prob not,prob not,no,no,,predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Ploiaria macrophthalma,Ploiaria,macrophthalma,"Dohm, 1860",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,
HETEROPTERA,Reduviidae,,,Polididus armatissimus,Polididus,armatissimus,"Stal, 1859",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Scadra rufidens,Scadra,rufidens,"Still, 1859",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Triatoma rubrofasciata,Triatoma,rubrofasciata,"DeGeer, 1773",adv,no,no,no,no,no,no,prob not,,predator,"vertebrate blood sucking, potentially predaceous on insect",n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Xylocoris discalis,Xylocoris,discalis,"Van Duzee, 1914",adv,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Zelus renardii,Zelus,renardii,"Kolenati, 1856",adv,poss,poss,poss,poss,poss,poss,poss,"male 13.14mm, female 14.17",predator,"voraceous predator, female was observed eating a male of her own species in captivity",n.d.,,na,unknown,unknown
HETEROPTERA,Dipsocoridae,,,Ceratocombus hawaiiensis,Ceratocombus,hawaiiensis,"Usinger, 1946",adv?,no,no,no,no,no,no,prob not,,predator,probably predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Lyctocoris hawaiiensis,Lyctocoris,hawaiiensis,"Kirkaldy, 1902",adv?,no,no,no,no,no,prob not,no,male 4.17mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Mesoveliidae,,,Cavaticovelia aaa,Cavaticovelia,aaa,"Gagne & Howarth, 1975",end,no,no,no,no,no,no,no,,predator,predaceous,n.d.,,na,troglophilic,troglophilic
HETEROPTERA,Anthocoridae,,,Lasiochilus denigratus,Lasiochilus,denigratus,"White, 1879",end,poss,poss,poss,poss,poss,poss,poss,male 2.66-3.5mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods","Antidesma sp., Cibotium sp., Coprosma sp.",", dead tree-fern stem",na,middle,"dead tree fern stem, other"
HETEROPTERA,Anthocoridae,,,Lasiochilus montivagus,Lasiochilus,montivagus,"Kirkaldy, 1908",end,poss,poss,Ola,poss,poss,no,no,4 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",Cheirodendron sp.,,na,canopy,unknown
HETEROPTERA,Anthocoridae,,,Lasiochilus decolor,Lasiochilus,decolor,"White, 1879",end,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Lasiochilus silvicola,Lasiochilus,silvicola,"Kirkaldy, 1908",end,no,no,no,no,no,no,poss,3.25 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",Cheirodendron sp.,,na,canopy,unknown
HETEROPTERA,Anthocoridae,,,Lasiochilus nubigenus,Lasiochilus,nubigenus,"Kirkaldy, 1908",end,no,no,no,no,no,poss,no,3.125 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Lilia dilecta,Lilia,dilecta,"White, 1879",end,no,no,no,no,no,poss,no,3.5mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods","Acacia koa, Cyanea sp., Straussia sp.",,na,middle,"beneath Acacia koa bark, rotting stem of Cyanea"
HETEROPTERA,Veliidae,,,Microvelia vagans,Microvelia,vagans,"White, 1878",end,poss,poss,poss,poss,poss,poss,poss,"male 3-3.5mm, female 3-3.5mm",predator,"predator: chironomid dlies, craneflies, collembola (probably Salina), Zimmerman 1948",n.d.,,na,ground,"water surfaces and edges, wet rocks and leaves nearby"
HETEROPTERA,Nabidae,,,Nabis subrufus,Nabis,subrufus,"White, 1877",end,no,no,no,no,no,no,no,8mm,predator,wholly or mostly predaceous,"Metrosideros polymorpha, Cyrtandra sp.",,na,"middle, canopy","under bark, on leaves or stem"
HETEROPTERA,Nabidae,,,Nabis lusciosus,Nabis,lusciosus,"White, 1877",end,no,no,no,no,no,no,no,9mm,predator,wholly or mostly predaceous (flightless),"Acacia koa, Metrosideros polymorpha, Pipturus sp., Straussia sp.","observed preying on native cricket nymphs on Oahu. Acacia koa, Metrosideros, Pipturus sp., Straussia sp.",na,"lower, middle, canopy","under bark, on leaves or stem"
HETEROPTERA,Nabidae,,,Nabis pele,Nabis,pele,"Kirkaldy, 1909",end,poss,Kil,Ola,poss,poss,no,no,"male 7.5mm, female 8.5mm",predator,wholly or mostly predaceous,"Cibotium sp., Metrosideros polymorpha",,na,"middle, canopy",
HETEROPTERA,Nabidae,,,Nabis blackburni,Nabis,blackburni,"White, 1878",end,poss,poss,poss,poss,poss,poss,poss,male 7.5-8mm,predator,wholly or mostly predaceous,"Acacia koa, Campylotheca sp., Deschampsia australis, Lythrum sp., Metrosideros polymorpha, Raillardia sp., Scaevola sp., Sophora sp., Leptecophylla sp., Myrsine sp., Verbena sp.","common amongst long grass in damp hollows on the higher mountains, Acacia koa, Campylotheca, Deschampsia australis, ferns, Lythrum, Metrosideros polymorpha, Raillardia, Scaevola, sedges, Sophora sp., Leptecophylla sp., sugarcane, Myrsine sp., Verbena",na,"lower, middle, canopy",on leaves or stems
HETEROPTERA,Nabidae,,,Nabis oscillans,Nabis,oscillans,"Blackburn, 1888",end,poss,Kil,poss,poss,poss,no,no,male 8mm,predator,wholly or mostly predaceous,"Metrosideros polymorpha, Santalum sp.",,na,canopy,
HETEROPTERA,Nabidae,,,Nabis kahavalu,Nabis,kahavalu,"Kirkaldy, 1908",end,prob not,prob not,prob not,prob not,prob not,prob not,no,12mm,predator,wholly or mostly predaceous,"Sophora sp. chrysophylla, Dodonaea sp. ",Dodonea sp. (pot. accidental),na,middle,
HETEROPTERA,Nabidae,,,Nabis tarai,Nabis,tarai,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,7.25-9mm,predator,wholly or mostly predaceous,"Leptecophylla sp., Acacia koa",", other plants",na,middle,
HETEROPTERA,Nabidae,,,Nabis curtipennis,Nabis,curtipennis,"Blackburn, 1888",end,poss,poss,poss,poss,poss,no,no,7.5mm,predator,wholly or mostly predaceous,Cibotium sp. ,,na,ground,in litter
HETEROPTERA,Nabidae,,,Nabis giffardi,Nabis,giffardi,"Van Duzee, 1936",end,poss,poss,poss,poss,poss,no,no,8.5mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Nabidae,,,Nabis koelensis,Nabis,koelensis,"Blackburn, 1888",end,no,no,no,no,no,no,KoK,female 8mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Nabidae,,,Nabis gagneorum,Nabis,gagneorum,"Polhemus, 1999",end,no,no,no,no,no,no,no,,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis kaohinani,Nabis,kaohinani,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,male 8.5mm,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis kerasphoros,Nabis,kerasphoros,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,9.5-10mm,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis kerasphoros purpureus,Nabis,kerasphoros purpureus,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis nesiotes,Nabis,nesiotes,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,9.5mm,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis paludicola,Nabis,paludicola,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,"male 10mm, female ""a little less""",predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis procellaris,Nabis,procellaris,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,male 9.5mm,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis silvicola,Nabis,silvicola,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis truculentus,Nabis,truculentus,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,,predator,wholly or mostly predaceous,n.d.,,na,,
HETEROPTERA,Nabidae,,,Nabis silvestris,Nabis,silvestris,"Kirkaldy, 1908",end,no,no,no,no,no,no,poss,female 8mm,predator,wholly or mostly predaceous,"Acacia koa, Alyxia sp., Cibotium sp.",,na,"middle, canopy",
HETEROPTERA,Nabidae,,,Nabis rubritinctus,Nabis,rubritinctus,"Blackburn, 1889",end,no,no,no,no,no,poss,no,male 8.5mm,predator,wholly or mostly predaceous,"Acacia koa, Coprosma sp.",,na,"middle, canopy",
HETEROPTERA,Nabidae,,,Nabis nubigenus,Nabis,nubigenus,"Kirkaldy, 1908",end,no,no,no,no,no,poss,no,7.5mm,predator,wholly or mostly predaceous,Metrosideros polymorpha,,na,canopy,
HETEROPTERA,Nabidae,,,Nabis lolupe,Nabis,lolupe,"Kirkaldy, 1908",end,no,no,no,no,no,no,KoK,10.25mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Nabidae,,,Nabis morai,Nabis,morai,"Kirkaldy, 1902",end,no,no,no,no,no,no,poss,female 7.5-8.25mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Nabidae,,,Nabis nubicola,Nabis,nubicola,"Kirkaldy, 1909",end,no,no,no,no,no,poss,no,8mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Nabidae,,,Nabis sharpianus,Nabis,sharpianus,"Kirkaldy, 1902",end,no,no,no,no,no,no,poss,male approximately 8.5mm,predator,wholly or mostly predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Enicocephalidae,,,Nesenicocephalus hawaiiensis,Nesenicocephalus,hawaiiensis,"Usinger, 1939",end,no,no,no,no,no,no,no,2.32 mm,predator,predaceous,n.d.,,na,,
HETEROPTERA,Reduviidae,,,Nesidiolestes selium,Nesidiolestes,selium,"Kirkaldy, 1902",end,poss,poss,Ola,poss,poss,poss,poss,9.5mm,predator,predator,n.d.,"""frequents dead branches, foliage, ferns and clumps of grass""",na,"lower, middle","""frequents dead branches, foliage, ferns and clumps of grass"""
HETEROPTERA,Reduviidae,,,Nesidiolestes ana,Nesidiolestes,ana,"Gagne & Howarth, 1975",end,no,no,no,no,no,no,no,,predator,predator,n.d.,known only from caves,na,troglophilic,troglophilic
HETEROPTERA,Reduviidae,,,Nesidiolestes insularis,Nesidiolestes,insularis,"Kirkaldy, 1908",end,poss,poss,poss,poss,poss,poss,KoK,male 9mm,predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Nesidiolestes roberti,Nesidiolestes,roberti,"Wygodzinsky, 1966",end,no,no,no,no,no,no,KoK,"male 9.5mm, female 11mm",predator,predator,n.d.,collected from beating ferns,na,middle,
HETEROPTERA,Pentatomidae,,,Oechalia patruelis,Oechalia,patruelis,"Still, 1859",end,poss,poss,poss,poss,poss,no,poss,"male 9.5mm, female 10.75mm",predator,predaceous,Coprosma sp.,,na,middle,
HETEROPTERA,Pentatomidae,,,Oechalia virgula,Oechalia,virgula,"Van Duzee, 1936",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 10.5mm, female 13.5mm",predator,predaceous,"Dodonaea sp., Myoporum sp.",,na,middle,
HETEROPTERA,Pentatomidae,,,Oechalia bryani,Oechalia,bryani,"Usinger, 1941",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 9.5mm, female 11mm",predator,predaceous,Sophora sp.,,na,middle,
HETEROPTERA,Pentatomidae,,,Oechalia ferruginea,Oechalia,ferruginea,"Usinger, 1941",end,poss,poss,poss,poss,poss,no,no,female 11.5-12.5mm,predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia hirtipes,Oechalia,hirtipes,"Van Duzee, 1936",end,poss,poss,poss,poss,poss,no,poss,"male 11mm, female 13mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia acuta,Oechalia,acuta,"Usinger, 1941",end,poss,Kil,poss,poss,Koh,no,no,"male 11.5mm, female 12mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia grisea,Oechalia,grisea,"Burmeister, 1834",end,no,no,no,no,no,no,KoK,"smallest male 9.5mm, largest female 13.5mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia kaonohi,Oechalia,kaonohi,"Kirkaldy, 1909",end,poss,poss,Ola,poss,poss,poss,poss,"male 11mm, female 11.5mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia pacifica,Oechalia,pacifica,"Still, 1859",end,poss,poss,poss,poss,poss,poss,KoK,"male 10mm, female 11.5mm",predator,predaceous,n.d.,widespread,na,"lower, middle",on leaves or stems
HETEROPTERA,Pentatomidae,,,Oechalia sinuata,Oechalia,sinuata,"Usinger, 1942",end,no,no,no,no,no,no,no,,predator,predaceous,n.d.,,na,,
HETEROPTERA,Pentatomidae,,,Oechalia virescens,Oechalia,virescens,"Usinger, 1941",end,no,no,no,no,no,no,KoK,"male 9.5mm, female 12mm",predator,predaceous,"Straussia sp., Scaevola sp.",,na,middle,
HETEROPTERA,Pentatomidae,,,Oechalia similis,Oechalia,similis,"Usinger, 1941",end,no,no,no,no,no,poss,no,"male 9.75mm, female 12mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia suehiroae,Oechalia,suehiroae,"Usinger, 1941",end,no,no,no,no,no,poss,no,"male 9.75mm, female 10.5mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Pentatomidae,,,Oechalia swezeyi,Oechalia,swezeyi,"Usinger, 1941",end,no,no,no,no,no,poss,no,"male 10.25mm, female 11mm",predator,predaceous,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Saicella mulli,Saicella,mulli,"Polhemus, 2000",end,poss,poss,poss,poss,poss,no,no,"male 5.5mm, female 5.3mm",predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Reduviidae,,,Saicella perkinsi,Saicella,perkinsi,"Polhemus, 2000",end,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,
HETEROPTERA,Reduviidae,,,Saicella kipahulu,Saicella,kipahulu,"Polhemus, 2000",end,no,no,no,no,no,poss,no,"male 5.2mm, female 5.75mm",predator,predator,Metrosideros polymorpha,"Metrosideros polymorpha, mossy trunks and root masses",na,"lower, middle",taken by fog to mossy tree trunks and root masses
HETEROPTERA,Reduviidae,,,Saicella lilinoe,Saicella,lilinoe,"Polhemus, 2000",end,no,no,no,no,no,poss,no,"male 5.25mm, female 5.7mm",predator,predator,Metrosideros polymorpha,"Metrosideros polymorpha, mossy trunks and root masses",na,"lower, middle",taken by fog to mossy tree trunks and root masses
HETEROPTERA,Reduviidae,,,Saicella usingeri,Saicella,usingeri,"Wygodzinsky, 1966",end,no,no,no,no,no,no,KoK,"male 6.1mm, female 5.5mm",predator,predator,Metrosideros polymorpha,"Metrosideros polymorpha, taken from mossy, fallem ohia trunks by fogging",na,"lower, middle","Metrosideros, taken from mossy, fallem ohia trunks by fogging"
HETEROPTERA,Reduviidae,,,Saicella smithi,Saicella,smithi,"Usinger, 1958",end,no,no,no,no,no,poss,no,4.7mm,predator,predator,n.d.,,na,unknown,unknown
HETEROPTERA,Gerridae,,,Halobates hawaiiensis,Halobates,hawaiiensis,"Usinger, 1938",ind,no,no,no,no,no,no,no,,predator,aquatic predator,n.d.,,na,,
HETEROPTERA,Gerridae,,,Halobates sericeus,Halobates,sericeus,"Eschscholtz, 1822",ind,no,no,no,no,no,no,no,,predator,aquatic predator,n.d.,,na,,
HETEROPTERA,Miridae,,,Cyrtorhinus fulvus,Cyrtorhinus,fulvus,"Knight, 1935",pur,prob not,prob not,prob not,prob not,prob not,prob not,prob not,approx 3mm,predator,"predaceous, egg sucking - see ""trophicInformation_Hempitera"" tab",n.d.,,na,unknown,on leaves or stems
HETEROPTERA,Miridae,,,Cyrtorhinus lividipennis,Cyrtorhinus,lividipennis,"Reuter, 1884",pur,prob not,prob not,prob not,prob not,prob not,prob not,prob not,approx 3mm,predator,"predaceous, egg sucking - see ""trophicInformation_Hempitera"" tab",n.d.,,na,unknown,on leaves or stems
HETEROPTERA,Anthocoridae,,,Macrotrachelia thripiformis,Macrotrachelia,thripiformis,"Champion, 1900",pur,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Orius insidiosus,Orius,insidiosus,"Say, 1831",pur,no,no,no,no,no,no,prob not,approx 3mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,mostly ag plants,na,unknown,unknown
HETEROPTERA,Anthocoridae,,,Orius tristicolor,Orius,tristicolor,"White, 1879",pur,no,no,no,no,no,no,prob not,approx 3mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,mostly ag plants,na,unknown,unknown
HETEROPTERA,Miridae,,,Tytthus mundulus,Tytthus,mundulus,"Breddin, 1896",pur,prob not,prob not,prob not,prob not,prob not,prob not,prob not,?,predator,"predaceous, egg sucking - see ""trophicInformation_Hempitera"" tab","Perkinsiella
saccharicida
Kirk. ",,na,"lower, middle",searches leaves or stem
HETEROPTERA,Lygaeidae,,,Nysius aa,Nysius,aa,"Polhemus, 1998",end,no,no,no,no,no,no,no,,predator or scavenger,scavenger/predator,n.d.,,na,,
HETEROPTERA,Saldidae,,,Saldula exulans,Saldula,exulans,"White, 1878",end,poss,poss,poss,poss,Koh,Hal,KoK,"male 3.76mm, female 4.37mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,in wet moss,na,ground,in and near water and in wet moss
HETEROPTERA,Saldidae,,,Saldula intermedia,Saldula,intermedia,"Cobben, 1980",end,poss,poss,Ola,poss,poss,Hal,no,"male 2.81mm, female 3.37mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,,na,unknown,unknown
HETEROPTERA,Saldidae,,,Saldula oahuensis,Saldula,oahuensis,"Blackburn, 1889",end,poss,poss,poss,poss,Koh,poss,KoK,"male 3.02mm, female 3.46mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",Cheirodendron trigynum,"wet leaves on ground, rotting Cheirodendron sp. trigynum, mossy trunks, along streams, on rocks in stream",na,"ground, middle","wet leaves on ground, rotting Cheirodendron trigynum, mossy trunks, along streams, on rocks in stream"
HETEROPTERA,Saldidae,,,Saldula longicornis,Saldula,longicornis,"Cobben, 1980",end,no,no,no,no,no,no,no,"male 3.18mm, female 3.52mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,,na,,
HETEROPTERA,Saldidae,,,Saldula procellaris,Saldula,procellaris,"Cobben, 1980",end,poss,poss,Ola,poss,poss,poss,no,"male 3.02mm, female 3.41mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,"habitats as streams, on or under stones, and on shrubs, between 466-
1400 m",,ground,"habitats as streams, on or under stones, and on shrubs, between 466-
1400 m"
HETEROPTERA,Saldidae,,,Saldula robertusingeri,Saldula,robertusingeri,"Cobben, 1982",end,no,no,no,no,no,poss,no,"male 3.05mm, female 3.3mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,in leaves,na,ground,litter
HETEROPTERA,Saldidae,,,Saldula kauaiensis,Saldula,kauaiensis,"Cobben, 1980",end,no,no,no,no,no,no,KoK,"male 3.01mm, female 3.39mm",predator or scavenger,"family is mostly predaceous, contains some scavengers","Tetraplasandra meiandra, Cheirodendron helleri","on moss, mossy branches of Tetraplasandra meiandra, Cheirodendron sp. helleri",na,"lower, middle",mostly in mosses
HETEROPTERA,Saldidae,,,Saldula nubigena,Saldula,nubigena,Kirkaldy 1908,end,no,no,no,no,no,poss,no,"male 2.83mm, female 3mm",predator or scavenger,"family is mostly predaceous, contains some scavengers",n.d.,,,unknown,unknown
HOMOPTERA,Cicadellidae,,,Acinoptem angulaias,Acinoptem,angulaias,"Lawson, 1922",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Aeallia lingula,Aeallia,lingula,"Van Duzee, 1907",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha incisa hospes,Balclutha,incisa hospes,"(Kirkaldy, 1910)",adv,no,no,no,no,no,no,no,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha rufofasciata,Balclutha,rufofasciata,"(Merino, 1936)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Carneocephala sagittifera,Carneocephala,sagittifera,"(Uhler, 1895)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Circulifer tenellus,Circulifer,tenellus,"(Baker, 1896)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Deltocephalus hospes,Deltocephalus,hospes,"(Kirkaldy, 1904)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Deltocephalus sonorus,Deltocephalus,sonorus,"Ball, 1900",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Draeculacephala minerva,Draeculacephala,minerva,"Ball, 1927",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Empoasca solana,Empoasca,solana,"DeLong, 1931",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Empoasca stevensi,Empoasca,stevensi,"Young, 1953",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Exitianus exitiosus,Exitianus,exitiosus,"(Uhler, 1880)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Graminella sonora,Graminella,sonora,"(Ball, 1900)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Graphocephala cythura,Graphocephala,cythura,"(Baker, 1898)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Gyponana germari,Gyponana,germari,"(Stal, 1864)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Kunzeana kunzei,Kunzeana,kunzei,"(Gillette, 1898)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Macropsis occidentalis,Macropsis,occidentalis,"(Van Duzee, 1889)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Nephotettix apicalis,Nephotettix,apicalis,"(Motschulsky, 1859)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Nesosteles hebe,Nesosteles,hebe,"Kirkaldy, 1910",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Opsius stactogalus,Opsius,stactogalus,"Fieber, 1866",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Protalebrella brasiliensis,Protalebrella,brasiliensis,"(Baker, 1899)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Scaphytopius loricatus,Scaphytopius,loricatus,"(Van Duzee, 1894)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Sophonia rufofascia,Sophonia,rufofascia,"(Kuoh & Kuoh, 1983)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Spanbergiella quadripunctata,Spanbergiella,quadripunctata,"Lawson, 1932",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Stragania robusta,Stragania,robusta,"(Uhler, 1877)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Zygina penapacha,Zygina,penapacha,"(Beamer, 1941)",adv,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Aeallia peregrinans,Aeallia,peregrinans,"(Still, 1859)",adv?,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Ambigonalia varicolor,Ambigonalia,varicolor,"(Signoret, 1854) ""Revue iconographique des Tettigonides. Annales de la Société Entomologique de France 2""",adv?,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha peregrina,Balclutha,peregrina,"(Kirkaldy, 1910)",adv?,,,,,,,,,herbivore,,,,,,
HOMOPTERA,Cicadellidae,,,Balclutha saltuella,Balclutha,saltuella,"(Kirschbaum, 1868)",adv?,,,,,,,,,herbivore,,,,,,
