Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)",6,order,notes,Ka,Oa,Mo,Ln,Kh,Ma,Ha,key?,Ku,Mi,Pe,Li,Ly,Ga,Fr,Ne,Na,Nu,Gu,Tu,Ta,Of,Ol,subfamily,tribe
HETEROPTERA,Miridae,,,Orthotylus broussaisiae,Orthotylus,broussaisiae,"Polhemus, 2013",end,no,no,no,no,no,no,poss,"male 3.7mm, female 4.0mm",herbivore,family is mostly herbivorous,Broussasia arguta,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2013",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus clermontioides,Orthotylus,clermontioides,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.2, female 3.85mm",herbivore,family is mostly herbivorous,"Clermontia arborescens, Clermontia micrantha, Clermontia kakeana ",,na,middle,on leaves or stems,,,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus clermontiopsis,Orthotylus,clermontiopsis,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.2mm, female 3.25mm",herbivore,family is mostly herbivorous,Clermontia faurieri,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus neocoprosmae,Orthotylus,neocoprosmae,"Polhemus, 2003",end,no,no,no,no,no,prob not,no,"male 3.2mm, female 3.4mm",herbivore,family is mostly herbivorous,Coprosma foliosa,,na,middle,on leaves or stems,5227,4933,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus coprosmae,Orthotylus,coprosmae,"Polhemus, 2003",end,no,no,no,no,no,Hal,no,"male 4mm, female 3.8mm",herbivore,family is mostly herbivorous,"Coprosma foliosa, Coprosma pubens foliosa",,na,middle,on leaves or stems,5197,4904,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus coprosmaphila,Orthotylus,coprosmaphila,"Polhemus, 2004",end,no,no,no,no,no,prob not,no,"male 3.6mm, female 3.35mm",herbivore,family is mostly herbivorous,Coprosma montana,,na,middle,on leaves or stems,5198,4905,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus coprosmaphagus,Orthotylus,coprosmaphagus,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.5mm, female 3.7mm",herbivore,family is mostly herbivorous,"Coprosma waimea, Coprosma kauaiensis waimeae",,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus diospyrella,Orthotylus,diospyrella,"Polhemus, 2013 checklist",end,no,no,no,no,no,prob not,no,,herbivore,family is mostly herbivorous,Diospyros sandwicensis,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2013 checklist",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus dubauticola,Orthotylus,dubauticola,"Polhemus, 2011",end,no,no,no,no,no,no,prob not,"male 3.15mm, female unknown",herbivore,family is mostly herbivorous,Dubautia microcephala,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus dubautiae,Orthotylus,dubautiae,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.4, female 3.6mm",herbivore,family is mostly herbivorous,Dubautia raillardiodes,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus elaeocarpi,Orthotylus,elaeocarpi,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.0mm, female 3.7mm",herbivore,family is mostly herbivorous,Elaeocarpus bifidus,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus hedyotiphila,Orthotylus,hedyotiphila,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.7mm, female 3.75",herbivore,family is mostly herbivorous,Hedyotis hillebrandii,,na,middle,on leaves or stems,5212,4919,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus hedyotiphila,Orthotylus,hedyotiphila,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.7mm, female 3.75mm",herbivore,family is mostly herbivorous,Hedyotis hillebrandii,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2004",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus hedyotioides,Orthotylus,hedyotioides,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.7mm, female 4.0mm",herbivore,family is mostly herbivorous,Hedyotis terminalis,,na,middle,on leaves or stems,5210,4917,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus manonophila,Orthotylus,manonophila,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.5mm, female 3.9mm",herbivore,family is mostly herbivorous,Hedyotis terminalis,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus ilicis,Orthotylus,ilicis,"Polhemus, 2003",end,no,no,no,no,no,prob not,no,"male 3.4mm, female 3.5mm",herbivore,family is mostly herbivorous,Ilex anomala,,na,middle,on leaves or stems,5215,4922,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus perrottetiae,Orthotylus,perottetiae,"Polhemus, 2004",end,no,no,no,no,no,no,KoK,"male 3.4mm, female 2.9mm",herbivore,family is mostly herbivorous,Perrottetia sandwicensis,,na,middle,on leaves or stems,5233,4939,,Ka,,,,,,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus perrottetiopsis,Orthotylus,perottetiopsis,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.25, female 3.1mm",herbivore,family is mostly herbivorous,Perrottetia sandwicensis,,na,middle,on leaves or stems,5234,4940,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus pipturicola,Orthotylus,pipturicola,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.15, female 3.5mm",herbivore,family is mostly herbivorous,Pipturus albidus,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus pipturoides,Orthotylus,pipturoides,"Polhemus, 2003",end,no,no,no,no,no,prob not,no,"male 3.0mm, female 3.15mm",herbivore,family is mostly herbivorous,Pipturus albidus,,na,middle,on leaves or stems,5237,4943,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus pisoniopsis,Orthotylus,pisoniopsis,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.45, female 3.9mm",herbivore,family is mostly herbivorous,Pisonia brunoniana,,na,middle,on leaves or stems,5240,4946,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus Pisonia sp.cola,Orthotylus,Pisonia sp.cola,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.3mm, female 3.6mm",herbivore,family is mostly herbivorous,Pisonia sandwicensis,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kopikocola,Orthotylus,kopikocola,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 3.3mm, female 3.7mm",herbivore,family is mostly herbivorous,Psychotria hexandra,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kiko,Orthotylus,kiko,"Polhemus, 2011",end,no,no,no,no,no,prob not,no,"male 3.45mm, female 3.5mm",herbivore,family is mostly herbivorous,Psychotria mariniana,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kopiko,Orthotylus,kopiko,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.9mm, female 4.25mm",herbivore,family is mostly herbivorous,Psychotria mariniana,,na,middle,on leaves or stems,5224,4930,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kopikophila,Orthotylus,kopikophila,"Polhemus, 2011",end,no,no,no,no,no,prob not,no,"male 3.8mm, female 3.85mm",herbivore,family is mostly herbivorous,Psychotria mariniana,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus neopsychotricus,Orthotylus,neopsychotricus,"Polhemus, 2011",end,no,no,no,no,no,prob not,no,"male 3.1, female 3.5mm",herbivore,family is mostly herbivorous,Psychotria mariniana,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus neopsychotrioides,Orthotylus,neopsychotrioides,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.2mm, female 3.9mm",herbivore,family is mostly herbivorous,Psychotria mariniana,,na,middle,on leaves or stems,5230,4936,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kopikovorus,Orthotylus,kopikovorus,"Polhemus, 2011",end,no,no,no,no,no,no,KoK,"male 2.25mm, female 3.3mm",herbivore,family is mostly herbivorous,Psychotria mauiensis,,na,middle,on leaves or stems,,,,,,,,,,,"Polhemus, 2011",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus sophoroides,Orthotylus,sophoroides,"Polhemus, 2004",end,no,no,no,no,no,prob not,no,"male 3.7mm, female 3.8mm",herbivore,family is mostly herbivorous,Sophora chrysophylla,,na,middle,on leaves or stems,5246,4952,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus psychotricola,Orthotylus,psychotricola,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5243,4949,,,Oa,,,,,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus Urera sp.phila,Orthotylus,Urera sp.phila,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.2, female 3.4mm",herbivore,family is mostly herbivorous,Urera glabra,,na,middle,on leaves or stems,5250,4956,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus xylosmicola,Orthotylus,xylosmicola,"Polhemus, 2004",end,no,no,no,no,no,no,KoK,"male 2.9mm, female 3.1mm",herbivore,family is mostly herbivorous,Xylosma hawaiiense,,na,middle,on leaves or stems,5253,4959,,Ka,,,,,,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus xylosmoides,Orthotylus,xylosmoides,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.2mm, female 3.5mm",herbivore,family is mostly herbivorous,Xylosma hawaiiense,,na,middle,on leaves or stems,5254,4960,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Psallus kirkaldyi,Psallus,kirkaldyi,"Perkins, 1912",end,prob not,prob not,prob not,prob not,prob not,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5255,4961,,,,,,,,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Psallus pelidnopterus,Psallus,pelidnopterus,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,no,no,3.3-3.5mm,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5256,4962,,,,,,,,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Psallus swezeyi,Psallus,swezeyi,"Kirkaldy, 1910",end,prob not,prob not,prob not,prob not,prob not,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5257,4963,,,Oa,,,,,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Pseudoclerada kilaueae,Pseudoclerada,kilaueae,Kirkaldy 1908,end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,,5258,4964,,,,,,,,Ha,"Zimmerman 1948, Kirkaldy 1908",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Pseudocymus giffardi,Pseudocymus,giffardi,"Van Duzee, 1936",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding, a couple known predators (such as the wekiu bug, which is from Hawaii and not in our sites)",n.d.,,na,,,5096,4811,,,Oa,,,,,,"Van Duzee, 1936",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Pseudocymus hawaiiensis,Pseudocymus,hawaiiensis,"Hamid, 1975",end,no,no,no,no,no,no,prob not,unknown,herbivore,"family is mostly seed feeding, some sap feeding, a couple known predators (such as the wekiu bug, which is from Hawaii and not in our sites)",n.d.,,na,unknown,unknown,5097,4812,,Ka,,,,,,,can't find,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona pittospori,Sarona,pittospori,"Asquith, 1994",end,no,no,no,no,no,no,no,"male 1.85-2.15mm, female 2.0-2.25mm",herbivore,family is mostly herbivorous,Pittosporum sp.,,na,middle,on leaves or stems,5296,5002,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kau,Sarona,kau,"Asquith, 1994",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2.3-2.5mm, female 2.44-2.61mm",herbivore,family is mostly herbivorous,Dubautia sp.,,na,middle,on leaves or stems,5281,4987,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona flavidorsum,Sarona,flavidorsum,"Asquith, 1994",end,no,no,no,no,prob not,no,no,"male 2.14-2.18mm, female 2.35-2.5mm",herbivore,family is mostly herbivorous,Korthalsells sp.,Korthalsells (Viscaceae),na,lower,on leaves or stems,5271,4977,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona alani,Sarona,alani,"Asquith, 1994",end,no,prob not,prob not,no,no,no,no,"male 1.9-2.18mm, female 1.9-2.3mm",herbivore,family is mostly herbivorous,Melicope sp.,,na,middle,on leaves or stems,5264,4970,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona adonias,Sarona,adonias,"Kirkaldy, 1902",end,Kau,Kil,Ola,poss,Koh,Hal,no,"male 3.05-3.25mm, female 3.35-3.61mm ",herbivore,family is mostly herbivorous,Metrosideros polymorpha,,na,canopy,on leaves or stems,5262,4968,,,,Mo,Ln,,Ma,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona myoporicola,Sarona,myoporicola,"Asquith, 1994",end,poss,Kil,poss,poss,no,no,no,"male 2.39-2.5mm, female 2.61-2.78mm",herbivore,family is mostly herbivorous,Myoporum sandwicense,,na,middle,on leaves or stems,5292,4998,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona hamakua,Sarona,hamakua,"Asquith, 1994",end,poss,Kil,Ola,poss,Koh,no,no,"male 2-2.28mm, female 2.5mm",herbivore,family is mostly herbivorous,"Myrsine sp., Broussasia arguta","Myrsine sp., possibly Broussasia arguta",na,middle,on leaves or stems,5274,4980,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona mamaki,Sarona,mamaki,"Asquith, 1994",end,poss,Kil,Ola,poss,Koh,no,no,"male 2.13-2.39mm, female 2.3-2.61mm",herbivore,family is mostly herbivorous,Pipturus sp.,,na,middle,on leaves or stems,5289,4995,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona iki,Sarona,iki,"Asquith, 1994",end,no,no,no,no,Koh,no,no,"male 1.75mm, female 1.7-1.91mm",herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5277,4983,,,,,,,,Ha,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kaala,Sarona,kaala,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Broussasia arguta,,na,middle,on leaves or stems,5278,4984,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona gagnei,Sarona,gagnei,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Broussasia sp.,,na,mieeld,on leaves or stems,5272,4978,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona usingeri,Sarona,usingeri,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Claoxylon sandwicense ,Claoxylon sandwicense (?),na,middle,on leaves or stems,5300,5006,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona aula,Sarona,aula,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Ilex anamola,,na,middle,on leaves or stems,5267,4973,,,,Mo,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona oahuensis,Sarona,oahuensis,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Melicope sp.,,na,middle,on leaves or stems,5293,4999,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona hie,Sarona,hie,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Melicope anisata,,na,middle,on leaves or stems,5275,4981,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kuaana,Sarona,kuaana,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Metrosideros polymorpha,Metrosideros polymorpha (?),na,canopy,on leaves or stems,5283,4989,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona oloa,Sarona,oloa,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Neraudia melastomifolia,,na,middle,on leaves or stems,5294,5000,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona azophila,Sarona,azophila,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Nestigis sandwicensis,,na,lower,on leaves or stems,5268,4974,,,,Mo,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona beardsleyi,Sarona,beardsleyi,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Nestigis sandwicensis,,na,lower,on leaves or stems,5269,4975,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona antennata,Sarona,antennata,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Pipturus sp.,,na,middle,on leaves or stems,5266,4972,,,,Mo,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona lanaiensis,Sarona,lanaiensis,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Pipturus sp.,,na,middle,on leaves or stems,5286,4992,,,,Mo,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kohana,Sarona,kohana,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5282,4988,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona lissochorium,Sarona,lissochorium,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems,5287,4993,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona palolo,Sarona,palolo,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5295,5001,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona pookoi,Sarona,pookoi,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5297,5003,,,,Mo,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona xanthostelma,Sarona,xanthostelma,"Asquith, 1994",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5301,5007,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona akoko,Sarona,akoko,"Asquith, 1994",end,no,no,no,no,no,no,prob not,"male 1.87-1.91mm, female 1.9-2.06mm",herbivore,family is mostly herbivorous,Chamaesyce sandwicense,,na,middle,on leaves or stems,5263,4969,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kanaka,Sarona,kanaka,"Asquith, 1994",end,no,no,no,no,no,poss,no,"male 2.39-2.4mm, female 2.52 mm",herbivore,family is mostly herbivorous,Cheirodendron sp.,Cheirodendron sp. (?),na,canopy,on leaves or stems,5279,4985,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona laka,Sarona,laka,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.12-2.27mm, female 2.27-2.6mm",herbivore,family is mostly herbivorous,Claoxylon sandwicense,,na,middle,on leaves or stems,5285,4991,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona haleakala,Sarona,haleakala,"Asquith, 1994",end,no,no,no,no,no,prob not,no,"male 2.18-2.26mm, female 2.24-2.7mm",herbivore,family is mostly herbivorous,Dubautia menziesii,,na,middle,on leaves or stems,5273,4979,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona dakine,Sarona,dakine,"Asquith, 1994",end,no,no,no,no,no,poss,no,"male 2.61-2.86mm, female 2.6-2.79mm",herbivore,family is mostly herbivorous,Melicope sp.,Melicope (?),na,middle,on leaves or stems,5270,4976,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona mokihana,Sarona,mokihana,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.22-2.32mm, female 2.39-2.5mm",herbivore,family is mostly herbivorous,Melicope anisata,,na,middle,on leaves or stems,5291,4997,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kukona,Sarona,kukona,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.18-2.22mm, female 2.26-2.85mm",herbivore,family is mostly herbivorous,Melicope barbigera,,na,middle,on leaves or stems,5284,4990,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona hiiaka,Sarona,hiiaka,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.3-2.61mm, female 2.31-2.71mm",herbivore,family is mostly herbivorous,Melicope clusiifolia,,na,middle,on leaves or stems,5276,4982,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona saltator,Sarona,saltator,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.27-2.52mm, female 2.52-2.8mm",herbivore,family is mostly herbivorous,Melicope clusiifolia,,na,middle,on leaves or stems,5299,5005,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona kane,Sarona,kane,"Asquith, 1994",end,no,no,no,no,no,poss,no,"male 2.46-2.65, female 2.7mm",herbivore,family is mostly herbivorous,Myrsine sp. ,Myrsine sp. (?),na,middle,on leaves or stems,5280,4986,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona maui,Sarona,maui,"Asquith, 1994",end,no,no,no,no,no,Hal,no,"male 2.06-2.28mm, female 2.28-2.52mm",herbivore,family is mostly herbivorous,Pipturus sp.,,na,middle,on leaves or stems,5290,4996,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona pusilla,Sarona,pusilla,"Asquith, 1994",end,no,no,no,no,no,poss,no,"male 1.77-1.9mm, female 1.75-2.04mm",herbivore,family is mostly herbivorous,Pipturus sp.,,na,middle,on leaves or stems,5298,5004,,,,,,,Ma,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona makua,Sarona,makua,"Asquith, 1994",end,no,no,no,no,no,no,KoK,"male 2.48mm, female unknown",herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5288,4994,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sarona annae,Sarona,annae,"Asquith, 1994",end,no,no,no,no,no,no,poss,"male 2.52mm, femal 2.83-3.05mm",herbivore,family is mostly herbivorous,Zanthoxylum sp.,,na,middle,on leaves or stems,5265,4971,,Ka,,,,,,,"Asquith, 1994 BMOP",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Sephora criniger,Sephora,criniger,"White, 1881",end,no,no,no,no,no,poss,no,female 5mm,herbivore,"family is mostly seed feeding, some sap feeding, a couple known predators (such as the wekiu bug, which is from Hawaii and not in our sites)","Straussia sp., Scaevola sp.,","Straussia sp., Scaevola sp., ferns, under stones, very rare",na,"lower, middle",under stones,5104,4816,,,,Mo,Ln,,Ma,,Swezey 1954,,,,,,,,,,,,,,,,,
